"","id","missed_votes","last_name","first_name","swing","combined_name","state"
"371",412478,3,"Black","Diane",FALSE,"Black, Diane","TN"
"372",412512,3,"Bera","Ami",TRUE,"Bera, Ami","CA"
"373",412525,3,"Yoho","Ted",FALSE,"Yoho, Ted","FL"
"374",412546,3,"Kildee","Daniel",FALSE,"Kildee, Daniel","MI"
"375",412547,3,"Bentivolio","Kerry",FALSE,"Bentivolio, Kerry","MI"
"376",412567,3,"Bridenstine","Jim",FALSE,"Bridenstine, Jim","OK"
"377",400058,2,"Camp","Dave",FALSE,"Camp, Dave","MI"
"378",400259,2,"McCollum","Betty",FALSE,"McCollum, Betty","MN"
"379",400276,2,"Miller","Candice",FALSE,"Miller, Candice","MI"
"380",400351,2,"Ryan","Paul",TRUE,"Ryan, Paul","WI"
"381",412275,2,"Fleming","John",FALSE,"Fleming, John","LA"
"382",412303,2,"Paulsen","Erik",TRUE,"Paulsen, Erik","MN"
"383",412309,2,"Posey","Bill",FALSE,"Posey, Bill","FL"
"384",412317,2,"Thompson","Glenn",FALSE,"Thompson, Glenn","PA"
"385",412318,2,"Titus","Dina",FALSE,"Titus, Dina","NV"
"386",412408,2,"Southerland","Steve",FALSE,"Southerland, Steve","FL"
"387",412485,2,"Griffith","H.",FALSE,"Griffith, H.","VA"
"388",412498,2,"Hahn","Janice",FALSE,"Hahn, Janice","CA"
"389",412520,2,"Takano","Mark",FALSE,"Takano, Mark","CA"
"390",412521,2,"Lowenthal","Alan",FALSE,"Lowenthal, Alan","CA"
"391",412541,2,"Barr","Garland",FALSE,"Barr, Garland","KY"
"392",412575,2,"O'Rourke","Beto",FALSE,"O'Rourke, Beto","TX"
"393",412596,2,"Smith","Jason",FALSE,"Smith, Jason","MO"
"394",400036,1,"Boehner","John",FALSE,"Boehner, John","OH"
"395",400061,1,"Capito","Shelley",FALSE,"Capito, Shelley","WV"
"396",400071,1,"Chabot","Steve",FALSE,"Chabot, Steve","OH"
"397",400224,1,"Kline","John",TRUE,"Kline, John","MN"
"398",400238,1,"Levin","Sander",FALSE,"Levin, Sander","MI"
"399",400246,1,"Lowey","Nita",FALSE,"Lowey, Nita","NY"
"400",400273,1,"Mica","John",TRUE,"Mica, John","FL"
"401",400660,1,"Reichert","David",TRUE,"Reichert, David","WA"
"402",412284,1,"Jenkins","Lynn",FALSE,"Jenkins, Lynn","KS"
"403",412460,1,"Johnson","Bill",FALSE,"Johnson, Bill","OH"
"404",412501,1,"Bonamici","Suzanne",FALSE,"Bonamici, Suzanne","OR"
"405",412503,1,"Massie","Thomas",FALSE,"Massie, Thomas","KY"
"406",412505,1,"DelBene","Suzan",FALSE,"DelBene, Suzan","WA"
"407",412514,1,"Swalwell","Eric",FALSE,"Swalwell, Eric","CA"
"408",412516,1,"Brownley","Julia",FALSE,"Brownley, Julia","CA"
"409",412526,1,"DeSantis","Ron",FALSE,"DeSantis, Ron","FL"
"410",412534,1,"Schneider","Bradley",FALSE,"Schneider, Bradley","IL"
"411",412570,1,"Rothfus","Keith",FALSE,"Rothfus, Keith","PA"
"412",412585,1,"Pocan","Mark",FALSE,"Pocan, Mark","WI"
"413",400234,0,"Latham","Tom",TRUE,"Latham, Tom","IA"
"414",400318,0,"Petri","Thomas",FALSE,"Petri, Thomas","WI"
"415",400326,0,"Price","David",FALSE,"Price, David","NC"
"416",400414,0,"Upton","Fred",TRUE,"Upton, Fred","MI"
"417",400419,0,"Walden","Greg",FALSE,"Walden, Greg","OR"
"418",400628,0,"Barrow","John",FALSE,"Barrow, John","GA"
"419",400648,0,"Dent","Charles",TRUE,"Dent, Charles","PA"
"420",400657,0,"Cuellar","Henry",FALSE,"Cuellar, Henry","TX"
"421",412190,0,"McCarthy","Kevin",FALSE,"McCarthy, Kevin","CA"
"422",412278,0,"Guthrie","Brett",FALSE,"Guthrie, Brett","KY"
"423",412290,0,"Lance","Leonard",FALSE,"Lance, Leonard","NJ"
"424",412295,0,"McClintock","Tom",FALSE,"McClintock, Tom","CA"
"425",412401,0,"Griffin","Tim",FALSE,"Griffin, Tim","AR"
"426",412402,0,"Womack","Steve",FALSE,"Womack, Steve","AR"
"427",412411,0,"Ross","Dennis",FALSE,"Ross, Dennis","FL"
"428",412438,0,"Amash","Justin",FALSE,"Amash, Justin","MI"
"429",412445,0,"Long","Billy",FALSE,"Long, Billy","MO"
"430",412446,0,"Heck","Joseph",TRUE,"Heck, Joseph","NV"
"431",412466,0,"Meehan","Patrick",TRUE,"Meehan, Patrick","PA"
"432",412472,0,"Duncan","Jeff",FALSE,"Duncan, Jeff","SC"
"433",412482,0,"Farenthold","Blake",FALSE,"Farenthold, Blake","TX"
"434",412487,0,"McKinley","David",FALSE,"McKinley, David","WV"
"435",412539,0,"Brooks","Susan",FALSE,"Brooks, Susan","IN"
"436",412583,0,"Kilmer","Derek",FALSE,"Kilmer, Derek","WA"
